URL_ID,URL,positive_score,negative_score,polarity_score,subjectivity_score,Average sentence length,Percentage complex words,Fog index,Avg words per sentence,Complex word count,Word Count,Syllable per word,Personal pronoun,Average word length
14.0,https://insights.blackcoffer.com/future-of-work-robot-ai-and-automation/,12,7,0.07734848484848483,0.43281118881118885,13,0.41228070175438597,5.364912280701755,13,141,342,2.8,6,9
15.0,https://insights.blackcoffer.com/how-ai-will-help-the-defense-power-of-a-country/,16,38,0.08385213061349428,0.46474132769587334,9,0.33665835411471323,3.734663341645885,9,270,802,2.8,19,9
16.0,https://insights.blackcoffer.com/future-of-ai-and-machine-roles-in-the-medical-sector/,14,6,0.148429450498416,0.46687606773813656,15,0.31843575418994413,6.127374301675978,15,171,537,2.7,17,8
17.0,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,25,17,0.13866716124112574,0.46439663886409455,15,0.43591905564924116,6.174367622259697,15,517,1186,2.7,38,9
18.0,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,26,33,0.07469251007613077,0.43359613375130607,10,0.29913473423980225,4.119653893695921,10,242,809,2.6,35,9
19.0,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,28,38,0.11268935609844702,0.488862122725759,12,0.43452958292919497,4.973811833171678,12,448,1031,2.8,29,9
20.0,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,30,21,0.14641465951306376,0.5008115156120474,10,0.3387096774193548,4.135483870967742,10,315,930,2.6,61,8
21.0,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,28,26,0.05467606111836885,0.5109679226099346,13,0.33525456292026895,5.3341018251681085,13,349,1041,2.6,32,8
22.0,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,32,20,0.11950362792343922,0.45930167578752484,13,0.3413940256045519,5.3365576102418215,13,240,703,2.8,15,9
23.0,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,13,4,0.1491084283363695,0.4230386035533094,10,0.2749445676274945,4.109977827050998,10,124,451,2.6,11,8
24.0,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,50,26,0.13898582094234266,0.5163353589129985,13,0.375,5.3500000000000005,13,327,872,2.7,10,9
25.0,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,15,6,0.1933409660514924,0.5740308726361358,11,0.3284671532846715,4.531386861313869,11,135,411,2.5,10,8
26.0,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,32,36,0.1685887445887446,0.5311564854898188,16,0.3630721489526765,6.54522885958107,16,468,1289,2.7,86,8
27.0,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,18,39,0.12084157564290018,0.4682307023366626,12,0.366637706342311,4.946655082536925,12,422,1151,2.6,27,8
28.0,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,22,22,0.11639375561545375,0.41973403169157875,12,0.44695898161244696,4.978783592644979,12,316,707,2.8,13,9
29.0,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,17,20,0.10720780390099709,0.38151100672377264,10,0.32156368221941994,4.1286254728877685,10,255,793,2.4,35,8
30.0,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,27,18,0.1610503569278404,0.3904880880708694,15,0.3241150442477876,6.129646017699115,15,293,904,2.8,38,9
31.0,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,28,14,0.05924606107532938,0.46846029986273896,12,0.3491561181434599,4.939662447257384,12,331,948,2.6,48,8
32.0,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,14,2,0.17220075757575756,0.5236136363636363,15,0.4461538461538462,6.178461538461539,15,145,325,2.6,10,8
33.0,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,40,31,0.1326305759457933,0.504171019198193,124,0.3532388663967611,49.74129554655871,124,349,988,2.8,31,9
34.0,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,10,0,0.22415371513732166,0.4207348662266695,10,0.4225663716814159,4.169026548672567,10,191,452,2.7,8,9
35.0,https://insights.blackcoffer.com/evolution-of-advertising-industry/,7,3,0.08911695648983786,0.3475475089881869,11,0.4108352144469526,4.564334085778781,11,182,443,2.8,2,9
36.0,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0,2,0.11356437679967092,0.36173042643630876,18,0.308411214953271,7.323364485981308,18,33,107,2.7,2,9
37.0,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,17,35,0.13549023739289232,0.5006327841283592,12,0.3557377049180328,4.942295081967213,12,217,610,2.7,26,9
38.0,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,6,39,0.0441591080876795,0.3958860980289551,15,0.3628428927680798,6.145137157107232,15,291,802,2.7,8,9
39.0,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,7,9,0.15593822843822838,0.4100283050283051,15,0.34660421545667447,6.13864168618267,15,148,427,2.6,20,8
40.0,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,45,45,0.19692985525472845,0.4750393599632181,9,0.34291377601585726,3.737165510406343,9,346,1009,2.9,30,9
41.0,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,18,1,0.27188644688644686,0.5027521367521367,9,0.40153452685422,3.760613810741688,9,157,391,2.7,10,9
42.0,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,4,1,0.12852891156462584,0.43758503401360543,14,0.2925764192139738,5.71703056768559,14,67,229,2.4,2,8
43.0,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,11,8,0.16673505892255894,0.47165404040404035,14,0.3403361344537815,5.7361344537815135,14,162,476,2.6,13,8
45.0,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,3,5,0.11930214846881515,0.3954986371653039,17,0.3901639344262295,6.956065573770492,17,119,305,2.6,10,8
46.0,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,6,0.22744949494949493,0.5095454545454545,7,0.39195979899497485,2.9567839195979904,7,78,199,2.9,5,10
47.0,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,2,0,0.04611801242236026,0.2803312629399586,9,0.45161290322580644,3.7806451612903227,9,42,93,3.0,2,9
48.0,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,15,13,0.05008615288220553,0.48135964912280715,8,0.27876106194690264,3.311504424778761,8,126,452,2.6,7,8
49.0,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,4,0,0.3378571428571428,0.45642857142857146,11,0.2830188679245283,4.513207547169812,11,30,106,2.4,2,8
50.0,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,14,12,0.07827708907254362,0.40386822773186404,13,0.4568764568764569,5.382750582750583,13,196,429,2.7,7,9
51.0,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,0,7,0.07208273208273208,0.508917748917749,16,0.3076923076923077,6.523076923076923,16,24,78,2.7,1,9
52.0,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,6,13,0.02685479129923574,0.6155614344503233,9,0.3333333333333333,3.733333333333334,9,64,192,2.9,4,9
53.0,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,20,38,0.08833467850417004,0.40406645143933273,14,0.4180569185475957,5.767222767419039,14,426,1019,2.9,14,9
54.0,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,22,18,0.12424151623131215,0.5002988621355966,14,0.3279742765273312,5.731189710610933,14,306,933,2.8,9,9
55.0,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,17,19,0.06454872646733112,0.398343484680694,11,0.30568181818181817,4.522272727272727,11,269,880,2.5,13,8
56.0,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,15,5,0.18021978021978025,0.4836742744435053,7,0.33251833740831294,2.9330073349633254,7,136,409,3.0,8,10
57.0,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,36,6,0.2201765188834155,0.43684318555008217,11,0.3472803347280335,4.5389121338912135,11,249,717,2.8,12,9
58.0,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,16,6,0.25395622895622894,0.5148629148629151,16,0.3888888888888889,6.555555555555556,16,98,252,2.8,1,9
59.0,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,32,14,0.12155610912076428,0.453966608104539,14,0.38114754098360654,5.752459016393443,14,372,976,2.6,54,8
60.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,12,52,0.07581982438365414,0.5775658561296859,7,0.3438077634011091,2.937523105360444,7,186,541,2.7,14,9
61.0,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,36,16,0.2626820728291317,0.6234313725490195,8,0.2367549668874172,3.2947019867549674,8,143,604,2.6,7,8
62.0,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,10,35,0.12763469575157887,0.47486961811637135,14,0.2586490939044481,5.70345963756178,14,157,607,2.4,26,8
63.0,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,13,11,0.09355238095238093,0.3545526695526696,11,0.36570561456752654,4.546282245827011,11,241,659,2.8,14,9
64.0,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,12,58,0.07906124739458074,0.5595069745069745,8,0.3464991023339318,3.3385996409335728,8,193,557,2.7,14,9
65.0,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,11,12,0.035760099275724266,0.4721566367660117,13,0.33687002652519893,5.33474801061008,13,127,377,2.7,5,9
66.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,4,5,0.02065381708238851,0.378303971161114,15,0.34146341463414637,6.136585365853659,15,56,164,2.8,4,9
67.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,4,19,0.09284344347635483,0.38957582501886306,19,0.34347826086956523,7.7373913043478275,19,158,460,2.6,11,8
68.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,4,32,0.056877608651802226,0.42684867104221935,13,0.31824417009602196,5.327297668038409,13,232,729,2.5,9,8
69.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,6,132,0.0509375651086881,0.3295961168955822,12,0.2577363289529462,4.9030945315811785,12,608,2359,2.1,65,7
70.0,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,8,32,0.024026950028662362,0.4642738045820238,12,0.35384615384615387,4.941538461538462,12,345,975,2.8,24,9
71.0,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,17,40,0.020758380133380133,0.3719696969696968,16,0.42693110647181626,6.570772442588726,16,409,958,2.6,23,8
72.0,https://insights.blackcoffer.com/human-rights-outlook/,1,0,0.31356421356421355,0.46280663780663783,11,0.3125,4.525,11,25,80,2.5,2,8
73.0,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,18,2,0.17612889983579638,0.47365216201423105,14,0.3721881390593047,5.748875255623722,14,182,489,2.5,8,9
74.0,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,28,30,0.10960267701647014,0.43117604617604605,8,0.30729701952723537,3.322918807810894,8,299,973,2.9,18,9
75.0,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,19,17,0.16158404179488525,0.4413261504225361,11,0.386317907444668,4.554527162977868,11,384,994,2.6,21,8
76.0,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,5,19,0.09475304998032269,0.4424435980685981,14,0.3218210361067504,5.728728414442701,14,205,637,2.5,15,8
77.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,3,47,0.028371788577974146,0.42421780396007197,19,0.3391384051329056,7.735655362053163,19,370,1091,2.6,42,8
78.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,4,25,0.08094531419873882,0.439496629702109,12,0.3402777777777778,4.936111111111112,12,196,576,2.6,10,8
79.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,12,38,0.11541107352031724,0.44506220670086244,9,0.3434650455927052,3.737386018237082,9,226,658,2.7,12,9
80.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,20,25,0.07701032059727714,0.432465963987703,18,0.34441087613293053,7.337764350453172,18,228,662,2.6,14,8
81.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,8,37,0.07886309831267219,0.3305119375573921,15,0.3144963144963145,6.125798525798526,15,256,814,2.4,47,8
82.0,https://insights.blackcoffer.com/travel-and-tourism-outlook/,2,1,0.27480519480519483,0.431017316017316,11,0.3113207547169811,4.524528301886792,11,33,106,2.4,1,8
83.0,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,17,27,0.061628905514775074,0.433699181253529,11,0.3037974683544304,4.521518987341772,11,192,632,2.6,12,8
84.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,21,0.05948027068716724,0.4058518110242248,11,0.3090909090909091,4.5236363636363635,11,119,385,2.5,14,8
85.0,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,9,46,0.05715384749658943,0.3914643689643688,14,0.34770114942528735,5.739080459770115,14,242,696,2.7,12,9
86.0,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,11,26,0.06488935574229694,0.4411360698125404,16,0.27986348122866894,6.5119453924914685,16,164,586,2.7,8,9
87.0,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0.0391025641025641,0.375,18,0.40217391304347827,7.360869565217391,18,37,92,2.5,6,8
88.0,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,7,3,0.08413525498891351,0.4035587583148557,11,0.2808641975308642,4.512345679012346,11,91,324,2.4,18,8
89.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,4,41,0.08028635044764076,0.422876615618551,19,0.33455210237659966,7.7338208409506395,19,183,547,2.7,11,9
90.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,8,11,0.2563350340136055,0.5199829931972789,12,0.1994219653179191,4.879768786127168,12,69,346,2.7,12,9
91.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,3,40,0.04362853371376099,0.3261895743145744,14,0.3235294117647059,5.729411764705883,14,209,646,2.5,24,8
92.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,12,37,0.05916069710712567,0.46500592661306944,11,0.35294117647058826,4.541176470588236,11,204,578,2.9,13,9
93.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,14,27,0.11332926332926331,0.4287342287342288,12,0.35377358490566035,4.941509433962264,12,225,636,2.6,19,9
94.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,6,16,0.07543158061450744,0.3942008939569915,14,0.3474576271186441,5.738983050847458,14,164,472,2.7,15,8
95.0,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,24,53,0.0319966530383197,0.4734675875821709,13,0.31693989071038253,5.326775956284154,13,290,915,2.6,29,8
96.0,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,13,40,-0.02422825727513227,0.3927364417989418,17,0.3394871794871795,6.935794871794872,17,331,975,2.5,38,8
97.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,7,23,0.06827476150392814,0.4795216550424884,50,0.18253968253968253,20.073015873015876,50,92,504,2.3,15,7
98.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,27,60,0.07184908789386399,0.42945589512753696,16,0.31797235023041476,6.5271889400921665,16,345,1085,2.5,14,8
99.0,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,14,15,0.11464253811192586,0.49908958766101613,9,0.31343283582089554,3.7253731343283585,9,210,670,2.6,20,8
100.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,4,14,0.07287296037296037,0.4607517482517482,15,0.3409090909090909,6.136363636363637,15,75,220,2.6,9,8
101.0,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,17,92,0.02910643299352978,0.3307033002839456,16,0.3232974910394265,6.529318996415771,16,451,1395,2.5,74,8
102.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,16,37,0.0954523036487322,0.47803019995877105,13,0.28182941903584674,5.312731767614339,13,228,809,2.7,22,9
103.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,16,60,0.07181054675917688,0.433382405265967,12,0.31932773109243695,4.927731092436975,12,342,1071,2.4,54,8
104.0,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,17,54,0.10791814518239391,0.4402755063014132,15,0.35661764705882354,6.14264705882353,15,388,1088,2.5,36,8
105.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,10,34,0.14617516629711752,0.3913373719776158,13,0.35170178282009723,5.340680713128039,13,217,617,2.5,31,8
106.0,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,28,25,0.13647779161477788,0.3835371819960863,16,0.3765730880929332,6.5506292352371736,16,389,1033,2.8,22,9
107.0,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,7,26,0.052994633331711984,0.39133226324237563,15,0.34355828220858897,6.137423312883436,15,168,489,2.7,23,9
108.0,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,4,67,0.031307588075880764,0.4404355400696864,16,0.3545673076923077,6.541826923076923,16,295,832,2.6,27,8
109.0,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,3,14,0.1934895833333333,0.6091145833333331,11,0.3532934131736527,4.541317365269461,11,59,167,2.6,3,9
110.0,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,8,0.07382575757575757,0.423342803030303,14,0.34219269102990035,5.736877076411961,14,103,301,2.5,2,8
111.0,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,5,29,0.016978248089359195,0.3984009406231628,23,0.3089937666963491,9.32359750667854,23,347,1123,2.4,32,8
112.0,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,36,29,0.1381772753994976,0.45138528309824616,15,0.358264081255771,6.143305632502308,15,388,1083,2.5,12,8
113.0,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,10,21,0.06843698893698892,0.4309801415515701,14,0.375,5.75,14,315,840,2.5,16,9
114.0,https://insights.blackcoffer.com/continued-demand-for-sustainability/,11,16,0.041274994846423434,0.41908369408369406,16,0.43123543123543123,6.5724941724941734,16,185,429,2.7,9,9
115.0,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,3,8,0.02259199134199134,0.35742590742590746,15,0.398989898989899,6.15959595959596,15,79,198,2.7,3,9
116.0,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3,1,0.1766528925619835,0.3664944903581267,13,0.25133689839572193,5.300534759358289,13,47,187,2.3,6,8
117.0,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,12,0.015525793650793651,0.48556547619047624,11,0.3412322274881517,4.5364928909952615,11,72,211,2.9,4,9
118.0,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,5,-0.0013574305985020237,0.3888218923933209,19,0.3233082706766917,7.7293233082706765,19,43,133,2.6,0,8
119.0,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3,12,-0.012500000000000002,0.38345238095238093,10,0.3356643356643357,4.1342657342657345,10,48,143,2.8,1,9
120.0,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0.06310160427807487,0.3118792971734148,16,0.2857142857142857,6.514285714285714,16,32,112,2.4,6,7
121.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,6,50,0.04330050291588754,0.4523145924588234,15,0.317157712305026,6.126863084922011,15,183,577,2.6,24,8
122.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,1,15,0.06584872044055719,0.4291707159054098,16,0.31007751937984496,6.524031007751939,16,80,258,2.7,10,9
123.0,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,13,53,0.10831318515646872,0.4009989952004877,15,0.39357798165137614,6.1574311926605505,15,429,1090,2.6,77,9
124.0,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,3,8,0.13842764378478667,0.4066068851783137,11,0.2774725274725275,4.510989010989011,11,101,364,2.6,10,8
125.0,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,16,18,0.08344999156687469,0.5034449316916849,19,0.3954802259887006,7.75819209039548,19,280,708,2.6,29,8
126.0,https://insights.blackcoffer.com/blockchain-in-fintech/,4,9,0.10847334004024148,0.46942180862955496,13,0.36428571428571427,5.345714285714286,13,153,420,2.7,3,9
127.0,https://insights.blackcoffer.com/blockchain-for-payments/,11,20,0.03586960232121522,0.4071454173067076,12,0.3112244897959184,4.924489795918368,12,183,588,2.5,13,8
128.0,https://insights.blackcoffer.com/the-future-of-investing/,21,9,0.0846660676849356,0.40399330753104346,14,0.36441893830703015,5.745767575322812,14,254,697,2.5,13,8
129.0,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,13,43,0.042390873015873014,0.4214944107616524,11,0.4177215189873418,4.567088607594937,11,297,711,2.6,16,8
130.0,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,15,5,0.22039651837524182,0.5666666666666667,13,0.46646341463414637,5.386585365853659,13,153,328,3.0,2,10
131.0,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,15,44,0.1221503393725616,0.46717612634279315,9,0.3480392156862745,3.73921568627451,9,213,612,2.7,7,9
132.0,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,15,24,0.10105415417915421,0.4064633283383283,17,0.3387096774193548,6.935483870967743,17,210,620,2.6,12,8
133.0,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,20,6,0.1511335886335887,0.4954575054575055,13,0.3747534516765286,5.349901380670612,13,190,507,2.7,4,9
134.0,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,10,18,0.05681256243756245,0.409342648092648,13,0.4239316239316239,5.36957264957265,13,248,585,2.9,7,9
135.0,https://insights.blackcoffer.com/bank-risk-management-india/,12,22,0.08122052077275957,0.43422417135103686,11,0.26614481409001955,4.506457925636008,11,136,511,2.4,53,8
136.0,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,35,22,0.10878681067360316,0.4947516215440745,11,0.42803504380475593,4.5712140175219025,11,342,799,2.8,7,9
137.0,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,7,12,0.07673520923520923,0.32050955988455987,12,0.363265306122449,4.945306122448979,12,178,490,2.7,18,8
138.0,https://insights.blackcoffer.com/mitigating-bank-risk-management/,5,6,0.07021501782531193,0.3959781639928699,13,0.36554621848739494,5.3462184873949585,13,87,238,2.5,4,8
139.0,https://insights.blackcoffer.com/future-of-bank-risk-management/,10,23,0.11828389413616686,0.4492047094319821,13,0.34444444444444444,5.337777777777778,13,155,450,2.7,7,9
140.0,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,21,23,0.14784986600700883,0.4669471346114203,15,0.4165781083953241,6.16663124335813,15,392,941,2.7,10,9
141.0,https://insights.blackcoffer.com/marketing-analytics-needs/,32,8,0.2317730095990966,0.424578078925905,11,0.42891566265060244,4.571566265060241,11,356,830,2.9,10,9
